Company,Phone,Website,Street,City,State,Zip,Industry,Primary Pitch,Core Service Bundle,MSP-Interim Wedges
Harshwal & Company LLP,858-939-0017,http://www.harshwal.com,11405 W Bernardo Ct,San Diego,California,92127-1639,Legal,M365 + secure file management + privileged-communications protection,My Office · My Security · My IT · My Compliance · My Continuity,"Chat.AI — private AI for legal research, drafting, and doc review (attorney-client privilege preserved; no training on firm data) | My AI — legal workflow automation (intake triage, matter summarization, e-discovery) | My Compliance — client-data protection review (state bar, HIPAA for med-mal, PCI for retainer processing) | My Security — email security + BEC wire-fraud prevention (top legal-sector risk) | Nexus Assess Pulse — pen test for cyber insurance"
Humanefits,213-382-1115,http://www.humanefits.com,3530 Wilshire Blvd,Los Angeles,California,90010,Other,Universal SMB managed IT + security + M365,My IT · My Security · My Office · My Continuity · My Compliance,Chat.AI — private-tenant enterprise AI | My AI — AI strategy session: 30-min assessment of where AI moves the needle | Nexus Assess Pulse — external vuln + pen-test for cyber insurance | My AI Lead Gen — AI-driven outbound lead generation | My SEO — digital presence + search visibility
"Here to Serve, Inc.",626-353-8588,http://www.heretoserve.org,400 Prospect Ave,Monrovia,California,91016-2347,Other,Universal SMB managed IT + security + M365,My IT · My Security · My Office · My Continuity · My Compliance,Chat.AI — private-tenant enterprise AI | My AI — AI strategy session: 30-min assessment of where AI moves the needle | Nexus Assess Pulse — external vuln + pen-test for cyber insurance | My AI Lead Gen — AI-driven outbound lead generation | My SEO — digital presence + search visibility
Laetro,415-656-9884,http://www.laetro.com,,Los Angeles,California,,Other,Universal SMB managed IT + security + M365,My IT · My Security · My Office · My Continuity · My Compliance,Chat.AI — private-tenant enterprise AI | My AI — AI strategy session: 30-min assessment of where AI moves the needle | Nexus Assess Pulse — external vuln + pen-test for cyber insurance | My AI Lead Gen — AI-driven outbound lead generation | My SEO — digital presence + search visibility
"MotionLit Services, Inc.",855-850-0650,http://www.motionlit.com,2117 Lake Ave,Altadena,California,91001,Professional Services,Managed M365 + secure file collaboration + client-data protection,My Office · My IT · My Security · My Compliance · My Continuity,"Chat.AI — private AI for client-facing teams (confidentiality-safe) | My AI — proposal generation, research automation, client-brief drafting | My Compliance — client-data handling review (often driven by client security questionnaires) | My AI Lead Gen — B2B services prospecting from public signals | My Dev — custom client portals / client-ops tooling"
International Mindfulness Teachers Association,781-876-6280,http://www.imta.org,,Los Angeles,California,,Other,Universal SMB managed IT + security + M365,My IT · My Security · My Office · My Continuity · My Compliance,Chat.AI — private-tenant enterprise AI | My AI — AI strategy session: 30-min assessment of where AI moves the needle | Nexus Assess Pulse — external vuln + pen-test for cyber insurance | My AI Lead Gen — AI-driven outbound lead generation | My SEO — digital presence + search visibility
"Luxtera, Inc.",760-448-3520,,2320 Camino Vida Roble,Carlsbad,California,92011,Other,Universal SMB managed IT + security + M365,My IT · My Security · My Office · My Continuity · My Compliance,Chat.AI — private-tenant enterprise AI | My AI — AI strategy session: 30-min assessment of where AI moves the needle | Nexus Assess Pulse — external vuln + pen-test for cyber insurance | My AI Lead Gen — AI-driven outbound lead generation | My SEO — digital presence + search visibility
Mass Tort Strategies,888-887-3117,http://www.masstortstrategies.com,19900 MacArthur Blvd,Irvine,California,92612,Other,Universal SMB managed IT + security + M365,My IT · My Security · My Office · My Continuity · My Compliance,Chat.AI — private-tenant enterprise AI | My AI — AI strategy session: 30-min assessment of where AI moves the needle | Nexus Assess Pulse — external vuln + pen-test for cyber insurance | My AI Lead Gen — AI-driven outbound lead generation | My SEO — digital presence + search visibility
flexPATH Strategies,800-974-0188,http://www.flexpathstrategies.com,120 Vantis,Aliso Viejo,California,92656,Other,Universal SMB managed IT + security + M365,My IT · My Security · My Office · My Continuity · My Compliance,Chat.AI — private-tenant enterprise AI | My AI — AI strategy session: 30-min assessment of where AI moves the needle | Nexus Assess Pulse — external vuln + pen-test for cyber insurance | My AI Lead Gen — AI-driven outbound lead generation | My SEO — digital presence + search visibility
Equity Consultants,916-792-7142,,,,California,,Professional Services,Managed M365 + secure file collaboration + client-data protection,My Office · My IT · My Security · My Compliance · My Continuity,"Chat.AI — private AI for client-facing teams (confidentiality-safe) | My AI — proposal generation, research automation, client-brief drafting | My Compliance — client-data handling review (often driven by client security questionnaires) | My AI Lead Gen — B2B services prospecting from public signals | My Dev — custom client portals / client-ops tooling"
Kondaur Capital Corporation,+1 888 566 3287,http://www.kondaur.com,1 City Boulevard West,Orange,California,92868,Financial Services,Compliance-aware managed IT + 3CX + documented audit trail,My IT · My Security · My Compliance (SOC 2 / PCI) · My Continuity · My Office,"My Compliance — SOC 2 Type II readiness assessment | My Security — quarterly pen test with reporting (SEC/FINRA ready) | Chat.AI — private AI for advisor workflows (Reg-BI friendly, never trains on client data) | My AI — AI assistant for underwriting, claims, loan processing | Nexus Assess Pulse — cyber-insurance renewal-ready vuln report"
Kruzich Media,800-933-1525,http://www.mikekruzich.com,12 S San Gorgonio Ave,Banning,California,92220-6005,Marketing & Media,Creative-studio IT + M365 + Adobe CC + render/storage,My IT · My Cloud · My Office · My Security · My SEO,My AI Lead Gen — agency prospect gen from public business signals | Chat.AI — creative-brief and copy AI (private; no client-IP training) | My AI — content production pipeline automation | My SEO — agency's own SEO (practice what you preach) | My Dev — custom creative ops tooling / CMS integrations
"DoorKing¬Æ, Inc.",800-826-7493,http://www.doorking.com,120 S Glasgow Ave,Inglewood,California,90301,Other,Universal SMB managed IT + security + M365,My IT · My Security · My Office · My Continuity · My Compliance,Chat.AI — private-tenant enterprise AI | My AI — AI strategy session: 30-min assessment of where AI moves the needle | Nexus Assess Pulse — external vuln + pen-test for cyber insurance | My AI Lead Gen — AI-driven outbound lead generation | My SEO — digital presence + search visibility
KOVA International,714-902-1700,http://www.kovaintl.com,7272 Chapman Ave,Garden Grove,California,92841-2103,Other,Universal SMB managed IT + security + M365,My IT · My Security · My Office · My Continuity · My Compliance,Chat.AI — private-tenant enterprise AI | My AI — AI strategy session: 30-min assessment of where AI moves the needle | Nexus Assess Pulse — external vuln + pen-test for cyber insurance | My AI Lead Gen — AI-driven outbound lead generation | My SEO — digital presence + search visibility
Compliance Poster Company Ñ¢,800-817-7678,http://www.complianceposter.com,438 W Chestnut Ave,Monrovia,California,91016,Other,Universal SMB managed IT + security + M365,My IT · My Security · My Office · My Continuity · My Compliance,Chat.AI — private-tenant enterprise AI | My AI — AI strategy session: 30-min assessment of where AI moves the needle | Nexus Assess Pulse — external vuln + pen-test for cyber insurance | My AI Lead Gen — AI-driven outbound lead generation | My SEO — digital presence + search visibility
Culver Careers (CulverCareers.com),858-875-1007,http://www.culvercareers.com,445 Marine View Ave,Del Mar,California,92014-3926,Other,Universal SMB managed IT + security + M365,My IT · My Security · My Office · My Continuity · My Compliance,Chat.AI — private-tenant enterprise AI | My AI — AI strategy session: 30-min assessment of where AI moves the needle | Nexus Assess Pulse — external vuln + pen-test for cyber insurance | My AI Lead Gen — AI-driven outbound lead generation | My SEO — digital presence + search visibility
Fabric Media,917-279-8706,http://www.fabric.media,201 San Juan Ave,Los Angeles,California,90291,Manufacturing,Shop-floor + engineering IT + verified backup + network resilience,My IT · My Continuity · My Security · My Cloud · My Office,"My Continuity — verified-restore backup program (protect production schedules) | My AI — OT/IT data analytics, predictive maintenance, quality-control AI | Nexus Assess Pulse — OT-aware vulnerability assessment + pen test | My Compliance — ITAR / CMMC posture for defense-adjacent manufacturing | My Dev — custom MES / ERP integrations and modernization"
AGI Business Group,626-225-2278,http://www.agibusinessgroup.com,2220 E Route 66,Glendora,California,91740-4673,Professional Services,Managed M365 + secure file collaboration + client-data protection,My Office · My IT · My Security · My Compliance · My Continuity,"Chat.AI — private AI for client-facing teams (confidentiality-safe) | My AI — proposal generation, research automation, client-brief drafting | My Compliance — client-data handling review (often driven by client security questionnaires) | My AI Lead Gen — B2B services prospecting from public signals | My Dev — custom client portals / client-ops tooling"
"International Fertility Law Group, Inc.",323-331-9343,http://www.iflg.net,5757 Wilshire Boulevard,Los Angeles,California,90036,Legal,M365 + secure file management + privileged-communications protection,My Office · My Security · My IT · My Compliance · My Continuity,"Chat.AI — private AI for legal research, drafting, and doc review (attorney-client privilege preserved; no training on firm data) | My AI — legal workflow automation (intake triage, matter summarization, e-discovery) | My Compliance — client-data protection review (state bar, HIPAA for med-mal, PCI for retainer processing) | My Security — email security + BEC wire-fraud prevention (top legal-sector risk) | Nexus Assess Pulse — pen test for cyber insurance"
BCG Attorney Search,213-895-7300,http://www.bcgsearch.com,20 S Altadena Dr,Pasadena,California,91107,Legal,M365 + secure file management + privileged-communications protection,My Office · My Security · My IT · My Compliance · My Continuity,"Chat.AI — private AI for legal research, drafting, and doc review (attorney-client privilege preserved; no training on firm data) | My AI — legal workflow automation (intake triage, matter summarization, e-discovery) | My Compliance — client-data protection review (state bar, HIPAA for med-mal, PCI for retainer processing) | My Security — email security + BEC wire-fraud prevention (top legal-sector risk) | Nexus Assess Pulse — pen test for cyber insurance"
